Date,MKT_RF,SMB,HML,RMW,CMA,RF,MOM
2012-12-27,-0.00110,-0.00030,-0.00130,0.00170,-0.00040,0.00001,0.00300
2012-12-28,-0.01000,0.00480,0.00020,-0.00100,0.00110,0.00001,0.00360
2012-12-31,0.01710,0.00360,-0.00110,0.00100,-0.00260,0.00001,0.00220
2013-01-02,0.02620,0.00100,0.00410,-0.00670,-0.00010,0.00000,0.00200
2013-01-03,-0.00130,0.00140,0.00050,0.00220,0.00240,0.00000,-0.00440
2013-01-04,0.00550,0.00190,0.00370,-0.00360,0.00240,0.00000,-0.00380
2013-01-07,-0.00310,-0.00120,-0.00360,-0.00150,-0.00170,0.00000,0.00200
2013-01-08,-0.00260,0.00040,-0.00010,-0.00140,0.00070,0.00000,0.00830
2013-01-09,0.00350,0.00240,-0.00400,-0.00050,-0.00180,0.00000,0.00070
2013-01-10,0.00670,-0.00590,0.00510,-0.00180,0.00070,0.00000,-0.00210
2013-01-11,0.00010,0.00060,-0.00440,0.00200,-0.00190,0.00000,-0.00180
2013-01-14,-0.00070,0.00040,-0.00070,-0.00080,0.00340,0.00000,-0.00280
2013-01-15,0.00180,0.00290,0.00010,-0.00070,0.00080,0.00000,-0.00310
2013-01-16,-0.00060,-0.00250,0.00240,-0.00020,-0.00030,0.00000,0.00200
2013-01-17,0.00610,0.00380,-0.00110,0.00180,0.00000,0.00000,-0.00110
2013-01-18,0.00280,0.00050,-0.00110,0.00180,0.00260,0.00000,0.00050
2013-01-22,0.00490,0.00210,0.00460,-0.00210,0.00120,0.00000,-0.00220
2013-01-23,0.00090,-0.00360,-0.00090,-0.00150,-0.00110,0.00000,0.00250
2013-01-24,0.00100,0.00360,0.00040,0.00020,0.00490,0.00000,-0.00840
2013-01-25,0.00580,-0.00140,-0.00320,-0.00190,-0.00140,0.00000,-0.00170
2013-01-28,-0.00140,0.00370,0.00160,-0.00010,-0.00010,0.00000,-0.00350
2013-01-29,0.00360,-0.00440,0.00320,-0.00120,0.00300,0.00000,0.00050
2013-01-30,-0.00380,-0.00860,0.00160,-0.00100,0.00010,0.00000,0.00130
2013-01-31,-0.00070,0.00700,0.00160,-0.00210,0.00050,0.00000,-0.00360
2013-02-01,0.00990,0.00080,0.00240,-0.00270,-0.00060,0.00000,0.00290
2013-02-04,-0.01200,-0.00100,-0.00170,0.00020,-0.00010,0.00000,0.00000
2013-02-05,0.01070,-0.00050,0.00150,-0.00020,-0.00080,0.00000,0.00140
2013-02-06,0.00150,0.00310,0.00140,-0.00170,0.00040,0.00000,-0.00320
2013-02-07,-0.00160,-0.00070,0.00030,0.00170,0.00000,0.00000,-0.00120
2013-02-08,0.00580,0.00040,-0.00180,0.00110,-0.00440,0.00000,-0.00190
2013-02-11,-0.00080,-0.00020,0.00380,-0.00180,0.00310,0.00000,-0.00030
2013-02-12,0.00160,0.00250,0.00740,-0.00530,0.00460,0.00000,0.00010
2013-02-13,0.00140,0.00070,0.00030,-0.00050,-0.00020,0.00000,0.00170
2013-02-14,0.00110,0.00270,0.00140,-0.00320,-0.00190,0.00000,-0.00060
2013-02-15,-0.00110,0.00010,-0.00070,-0.00020,0.00170,0.00000,0.00400
2013-02-19,0.00750,0.00270,0.00160,-0.00060,0.00340,0.00000,-0.00040
2013-02-20,-0.01360,-0.00590,-0.00610,0.00290,0.00100,0.00000,-0.00020
2013-02-21,-0.00660,-0.00290,-0.00030,0.00070,0.00270,0.00000,-0.00060
2013-02-22,0.00940,0.00220,-0.00040,-0.00160,-0.00100,0.00000,0.00230
2013-02-25,-0.01820,-0.00240,-0.00730,0.00630,-0.00390,0.00000,-0.00140
2013-02-26,0.00580,-0.00180,0.00050,0.00030,0.00210,0.00000,0.00400
2013-02-27,0.01290,-0.00320,0.00150,-0.00180,0.00000,0.00000,0.00520
2013-02-28,-0.00060,0.00100,-0.00140,0.00030,-0.00020,0.00000,0.00300
2013-03-01,0.00220,0.00130,-0.00300,-0.00100,-0.00020,0.00000,0.00960
2013-03-04,0.00470,-0.00340,0.00100,-0.00370,0.00420,0.00000,0.01200
2013-03-05,0.01010,0.00160,-0.00160,0.00060,0.00000,0.00000,0.00100
2013-03-06,0.00180,0.00140,0.00470,-0.00140,0.00170,0.00000,-0.00310
2013-03-07,0.00270,0.00220,0.00430,-0.00190,-0.00010,0.00000,-0.00410
2013-03-08,0.00530,0.00380,-0.00170,0.00010,0.00010,0.00000,-0.00020
2013-03-11,0.00300,-0.00270,0.00260,0.00030,0.00050,0.00000,-0.00260
2013-03-12,-0.00220,0.00020,-0.00170,0.00250,0.00070,0.00000,-0.00200
2013-03-13,0.00200,0.00240,0.00100,0.00140,0.00270,0.00000,0.00070
2013-03-14,0.00580,0.00400,0.00410,-0.00070,0.00010,0.00000,-0.00450
2013-03-15,-0.00190,0.00120,0.00410,0.00250,0.00030,0.00000,-0.00590
2013-03-18,-0.00500,0.00120,-0.00290,0.00330,-0.00020,0.00000,0.00000
2013-03-19,-0.00230,-0.00040,0.00010,0.00080,0.00390,0.00000,0.00280
2013-03-20,0.00760,0.00210,-0.00010,-0.00280,0.00220,0.00000,0.00420
2013-03-21,-0.00850,0.00140,-0.00270,-0.00020,0.00080,0.00000,0.00080
2013-03-22,0.00630,-0.00480,-0.00250,0.00160,-0.00120,0.00000,0.00170
2013-03-25,-0.00290,0.00320,0.00030,0.00150,-0.00030,0.00000,-0.00030
2013-03-26,0.00760,-0.00400,-0.00220,0.00090,-0.00080,0.00000,0.00410
2013-03-27,-0.00020,0.00100,-0.00280,0.00090,-0.00110,0.00000,0.00160
2013-03-28,0.00390,-0.00310,-0.00290,-0.00240,0.00060,0.00000,0.00480
2013-04-01,-0.00570,-0.00890,0.00010,0.00070,0.00230,0.00000,0.00350
2013-04-02,0.00330,-0.00890,-0.00280,-0.00080,0.00010,0.00000,0.00340
2013-04-03,-0.01160,-0.00390,-0.00120,0.00550,-0.00130,0.00000,-0.00630
2013-04-04,0.00420,0.00250,0.00260,-0.00080,0.00290,0.00000,0.00170
2013-04-05,-0.00410,0.00080,0.00330,-0.00110,0.00260,0.00000,0.00160
2013-04-08,0.00700,0.00110,0.00270,-0.00340,0.00130,0.00000,0.00270
2013-04-09,0.00310,-0.00420,0.00170,-0.00020,-0.00370,0.00000,-0.00360
2013-04-10,0.01280,0.00630,-0.00100,-0.00100,-0.00060,0.00000,-0.00010
2013-04-11,0.00350,-0.00200,-0.00180,0.00130,0.00440,0.00000,0.00490
2013-04-12,-0.00280,-0.00140,-0.00450,0.00000,0.00050,0.00000,0.00230
2013-04-15,-0.02480,-0.01440,-0.00290,0.00100,-0.00060,0.00000,-0.00250
2013-04-16,0.01470,0.00150,0.00090,-0.00350,-0.00070,0.00000,0.00770
2013-04-17,-0.01460,-0.00330,-0.00520,0.00110,0.00260,0.00000,0.00320
2013-04-18,-0.00710,0.00210,-0.00020,0.00600,0.00120,0.00000,-0.00240
2013-04-19,0.00970,0.00080,0.00110,-0.00310,0.00180,0.00000,0.01270
2013-04-22,0.00450,-0.00190,-0.00120,0.00260,-0.00270,0.00000,-0.00030
2013-04-23,0.01110,0.00540,0.00610,-0.00500,0.00270,0.00000,0.00110
2013-04-24,0.00060,0.00480,0.01160,-0.00080,-0.00190,0.00000,-0.00870
2013-04-25,0.00490,0.00190,-0.00110,-0.00020,-0.00090,0.00000,-0.00240
2013-04-26,-0.00200,-0.00370,-0.00230,0.00100,0.00100,0.00000,-0.00060
2013-04-29,0.00670,0.00070,-0.00100,0.00230,-0.00340,0.00000,-0.00550
2013-04-30,0.00290,0.00360,-0.00010,0.00210,-0.00320,0.00000,-0.00820
2013-05-01,-0.01080,-0.01450,-0.00180,-0.00040,-0.00110,0.00000,-0.00020
2013-05-02,0.01040,0.00550,0.00100,-0.00520,-0.00260,0.00000,0.00410
2013-05-03,0.01120,0.00600,0.00190,-0.00200,-0.00280,0.00000,-0.00370
2013-05-06,0.00230,0.00260,0.00840,-0.00560,0.00080,0.00000,-0.00100
2013-05-07,0.00540,0.00180,0.00150,0.00240,0.00240,0.00000,0.00150
2013-05-08,0.00440,-0.00200,0.00150,-0.00030,-0.00160,0.00000,-0.00570
2013-05-09,-0.00310,0.00050,-0.00250,-0.00010,-0.00230,0.00000,0.00040
2013-05-10,0.00540,0.00400,-0.00180,-0.00280,-0.00020,0.00000,0.00160
2013-05-13,-0.00020,-0.00230,-0.00030,-0.00420,0.00090,0.00000,0.00380
2013-05-14,0.01100,0.00190,0.00250,-0.00230,0.00130,0.00000,0.00410
2013-05-15,0.00510,-0.00100,0.00230,-0.00040,0.00330,0.00000,0.00460
2013-05-16,-0.00510,0.00160,-0.00250,0.00140,-0.00350,0.00000,-0.00790
2013-05-17,0.01040,0.00070,0.00330,0.00070,-0.00190,0.00000,-0.00080
2013-05-20,-0.00060,0.00410,0.00470,0.00260,-0.00220,0.00000,-0.01000
2013-05-21,0.00160,-0.00090,-0.00070,0.00230,0.00200,0.00000,0.00000
2013-05-22,-0.00920,-0.00700,-0.00140,0.00280,0.00340,0.00000,0.00050
2013-05-23,-0.00190,0.00480,-0.00090,-0.00030,0.00070,0.00000,0.00100
2013-05-24,-0.00070,0.00170,0.00090,-0.00070,0.00020,0.00000,0.00140
2013-05-28,0.00770,0.00670,0.00220,-0.00170,-0.00160,0.00000,0.00360
2013-05-29,-0.00700,-0.00240,0.00560,-0.00270,-0.00300,0.00000,-0.00600
2013-05-30,0.00500,0.00380,0.00470,-0.00500,0.00010,0.00000,0.00150
2013-05-31,-0.01320,0.00480,-0.00260,0.00210,-0.00140,0.00000,-0.00230
2013-06-03,0.00490,0.00140,0.00100,0.00270,-0.00050,0.00000,-0.00380
2013-06-04,-0.00550,-0.00260,-0.00180,0.00380,-0.00060,0.00000,-0.00440
2013-06-05,-0.01380,0.00060,-0.00280,0.00180,-0.00180,0.00000,-0.00530
2013-06-06,0.00890,0.00200,0.00200,-0.00520,0.00340,0.00000,0.00840
2013-06-07,0.01300,-0.00440,0.00050,-0.00220,-0.00050,0.00000,0.00560
2013-06-10,0.00070,0.00660,0.00210,-0.00310,-0.00150,0.00000,0.00120
2013-06-11,-0.01040,-0.00010,-0.00580,0.00450,0.00010,0.00000,-0.00310
2013-06-12,-0.00820,0.00060,-0.00060,0.00290,0.00130,0.00000,-0.00350
2013-06-13,0.01470,0.00130,0.00330,-0.00200,0.00300,0.00000,0.00510
2013-06-14,-0.00590,-0.00270,-0.00560,0.00180,-0.00030,0.00000,0.00240
2013-06-17,0.00730,-0.00060,0.00120,-0.00260,-0.00350,0.00000,0.00290
2013-06-18,0.00800,0.00370,-0.00050,-0.00030,0.00030,0.00000,0.00120
2013-06-19,-0.01280,0.00190,0.00150,-0.00100,-0.00300,0.00000,0.00090
2013-06-20,-0.02450,0.00070,0.00390,0.00050,-0.00110,0.00000,-0.00680
2013-06-21,0.00140,0.00230,-0.00100,-0.00130,0.00130,0.00000,-0.00630
2013-06-24,-0.01190,0.00020,-0.00660,0.00240,-0.00140,0.00000,-0.00360
2013-06-25,0.00960,0.00050,0.00830,-0.00370,0.00280,0.00000,0.00540
2013-06-26,0.00920,-0.00700,-0.00170,0.00080,0.00170,0.00000,0.00660
2013-06-27,0.00770,0.00830,0.00370,-0.00460,0.00280,0.00000,0.00490
2013-06-28,-0.00340,0.00290,-0.00120,0.00150,-0.00280,0.00000,-0.00440
2013-07-01,0.00720,0.00690,-0.00130,-0.00330,0.00020,0.00000,0.00480
2013-07-02,-0.00100,0.00020,0.00070,0.00090,-0.00070,0.00000,-0.00090
2013-07-03,0.00120,0.00160,-0.00210,0.00140,-0.00060,0.00000,0.00030
2013-07-05,0.01110,0.00400,0.00460,-0.00350,0.00170,0.00000,0.00580
2013-07-08,0.00530,-0.00140,0.00050,0.00180,0.00070,0.00000,0.00220
2013-07-09,0.00750,0.00050,0.00300,0.00000,0.00030,0.00000,0.00130
2013-07-10,0.00060,0.00290,-0.00370,-0.00080,-0.00120,0.00000,-0.00360
2013-07-11,0.01330,-0.00170,-0.00670,-0.00090,-0.00190,0.00000,0.00080
2013-07-12,0.00340,-0.00040,0.00210,-0.00680,0.00060,0.00000,0.00480
2013-07-15,0.00200,0.00540,0.00340,0.00010,0.00100,0.00000,-0.00130
2013-07-16,-0.00410,0.00030,0.00090,0.00140,0.00260,0.00000,-0.00620
2013-07-17,0.00300,-0.00030,0.00190,-0.00440,0.00030,0.00000,0.00330
2013-07-18,0.00550,0.00120,0.00950,-0.00190,0.00200,0.00000,0.00190
2013-07-19,0.00090,-0.00120,0.00270,-0.00340,0.00490,0.00000,0.00050
2013-07-22,0.00230,0.00120,0.00330,-0.00100,0.00080,0.00000,0.00170
2013-07-23,-0.00150,0.00130,0.00310,-0.00060,0.00290,0.00000,-0.00250
2013-07-24,-0.00390,-0.00290,-0.00280,0.00670,-0.00100,0.00000,0.00070
2013-07-25,0.00420,0.00500,-0.00400,-0.00460,-0.00270,0.00000,-0.00010
2013-07-26,0.00020,-0.00640,-0.00280,0.00150,-0.00210,0.00000,0.00010
2013-07-29,-0.00370,-0.00320,-0.00310,0.00330,-0.00140,0.00000,-0.00430
2013-07-30,0.00110,0.00170,-0.00500,0.00140,-0.00050,0.00000,0.00110
2013-07-31,0.00100,0.00190,0.00150,-0.00020,-0.00050,0.00000,0.00620
2013-08-01,0.01400,0.00100,0.00080,-0.00170,-0.00160,0.00000,0.00610
2013-08-02,0.00200,-0.00240,-0.00330,-0.00020,-0.00060,0.00000,0.00490
2013-08-05,-0.00070,0.00480,-0.00170,-0.00050,-0.00080,0.00000,-0.00120
2013-08-06,-0.00680,-0.00360,-0.00100,0.00330,-0.00040,0.00000,-0.00420
2013-08-07,-0.00420,-0.00380,-0.00020,0.00320,0.00060,0.00000,-0.00390
2013-08-08,0.00470,0.00000,0.00040,0.00000,0.00160,0.00000,0.00120
2013-08-09,-0.00290,0.00120,-0.00190,0.00150,-0.00180,0.00000,0.00100
2013-08-12,-0.00020,0.00570,-0.00220,0.00160,-0.00080,0.00000,-0.00210
2013-08-13,0.00200,-0.00290,-0.00050,0.00010,-0.00100,0.00000,0.00010
2013-08-14,-0.00500,0.00130,0.00280,-0.00040,0.00030,0.00000,-0.00300
2013-08-15,-0.01470,-0.00370,0.00280,-0.00040,0.00030,0.00000,-0.00890
2013-08-16,-0.00260,0.00050,0.00130,-0.00160,-0.00120,0.00000,0.00420
2013-08-19,-0.00620,-0.00260,-0.00740,0.00590,-0.00330,0.00000,-0.00170
2013-08-20,0.00530,0.00880,0.00090,-0.00320,0.00070,0.00000,0.00480
2013-08-21,-0.00590,-0.00070,-0.00430,-0.00080,-0.00320,0.00000,0.00250
2013-08-22,0.00930,0.00500,0.00070,-0.00300,-0.00210,0.00000,0.00360
2013-08-23,0.00380,-0.00260,-0.00160,0.00120,-0.00250,0.00000,-0.00300
2013-08-26,-0.00290,0.00460,-0.00480,-0.00140,-0.00270,0.00000,0.00100
2013-08-27,-0.01750,-0.00740,-0.00340,0.00660,0.00030,0.00000,-0.00980
2013-08-28,0.00300,0.00110,0.00090,0.00000,-0.00080,0.00000,0.00310
2013-08-29,0.00340,0.00740,-0.00440,-0.00360,-0.00250,0.00000,0.00760
2013-08-30,-0.00470,-0.01150,-0.00190,0.00020,-0.00110,0.00000,-0.00440
2013-09-03,0.00460,0.00050,0.00150,-0.00490,-0.00230,0.00000,0.00970
2013-09-04,0.00830,0.00000,-0.00180,-0.00120,0.00060,0.00000,0.00470
2013-09-05,0.00190,0.00190,0.00400,-0.00170,-0.00060,0.00000,0.00080
2013-09-06,0.00000,-0.00010,0.00030,-0.00170,-0.00090,0.00000,-0.00220
2013-09-09,0.01090,0.00420,-0.00210,-0.00180,-0.00150,0.00000,-0.00010
2013-09-10,0.00800,0.00060,0.00200,-0.00120,0.00050,0.00000,0.00720
2013-09-11,0.00280,-0.00240,0.00030,0.00200,0.00140,0.00000,-0.00040
2013-09-12,-0.00320,-0.00290,-0.00360,0.00160,-0.00120,0.00000,0.00050
2013-09-13,0.00290,0.00270,-0.00050,0.00150,0.00250,0.00000,-0.00030
2013-09-16,0.00490,-0.00390,0.00400,-0.00010,0.00370,0.00000,0.00260
2013-09-17,0.00540,0.00420,-0.00120,-0.00340,-0.00210,0.00000,0.00070
2013-09-18,0.01100,-0.00230,-0.00470,0.00050,-0.00180,0.00000,-0.00560
2013-09-19,-0.00130,0.00090,-0.00620,0.00110,-0.00280,0.00000,0.00090
2013-09-20,-0.00630,0.00520,0.00190,-0.00100,-0.00160,0.00000,0.00330
2013-09-23,-0.00450,0.00410,-0.00410,0.00660,-0.00220,0.00000,-0.00550
2013-09-24,-0.00130,0.00500,0.00020,-0.00120,0.00010,0.00000,0.00580
2013-09-25,-0.00230,0.00110,0.00580,-0.00410,0.00030,0.00000,0.00190
2013-09-26,0.00410,0.00140,-0.00730,0.00180,-0.00320,0.00000,0.00380
2013-09-27,-0.00390,-0.00020,-0.00010,0.00060,-0.00110,0.00000,0.00350
2013-09-30,-0.00490,0.00530,0.00010,0.00120,-0.00010,0.00000,0.00200
2013-10-01,0.00900,0.00380,-0.00100,-0.00110,-0.00230,0.00000,0.00470
2013-10-02,-0.00100,-0.00340,-0.00070,-0.00090,-0.00090,0.00000,-0.00140
2013-10-03,-0.00890,-0.00160,0.00180,0.00030,0.00230,0.00000,-0.00110
2013-10-04,0.00750,0.00000,0.00100,-0.00280,-0.00150,0.00000,0.00530
2013-10-07,-0.00950,-0.00290,0.00000,0.00100,0.00160,0.00000,-0.00770
2013-10-08,-0.01350,-0.00400,0.00800,0.00590,0.00580,0.00000,-0.01100
2013-10-09,-0.00050,-0.00350,0.00620,0.00460,0.00340,0.00000,-0.00230
2013-10-10,0.02220,0.00190,-0.00040,-0.00330,-0.00260,0.00000,0.01190
2013-10-11,0.00710,0.00770,-0.00010,0.00120,-0.00100,0.00000,0.00240
2013-10-14,0.00430,0.00200,-0.00100,0.00080,-0.00130,0.00000,0.00260
2013-10-15,-0.00730,-0.00190,0.00030,0.00250,-0.00150,0.00000,0.00070
2013-10-16,0.01370,-0.00310,0.00150,-0.00570,-0.00080,0.00000,0.00610
2013-10-17,0.00700,0.00100,-0.00060,-0.00150,0.00040,0.00000,0.00210
2013-10-18,0.00720,0.00260,0.00120,-0.00060,-0.00460,0.00000,0.00310
2013-10-21,-0.00020,-0.00120,0.00010,0.00280,0.00030,0.00000,-0.00150
2013-10-22,0.00510,-0.00280,0.00040,0.00250,0.00350,0.00000,-0.00380
2013-10-23,-0.00510,0.00170,-0.00320,0.00620,0.00200,0.00000,-0.00530
2013-10-24,0.00420,0.00370,-0.00300,-0.00010,-0.00200,0.00000,0.00160
2013-10-25,0.00330,-0.00320,0.00080,0.00150,0.00030,0.00000,-0.00250
2013-10-28,0.00100,-0.00070,0.00050,0.00360,0.00190,0.00000,-0.00570
2013-10-29,0.00540,-0.00150,-0.00060,0.00100,0.00280,0.00000,0.00250
2013-10-30,-0.00600,-0.00750,0.00500,0.00540,0.00070,0.00000,-0.00410
2013-10-31,-0.00330,-0.00110,-0.00450,0.00310,0.00170,0.00000,0.00380
2013-11-01,0.00200,-0.00630,0.00220,0.00230,0.00270,0.00000,-0.00070
2013-11-04,0.00470,0.00750,-0.00060,0.00120,-0.00080,0.00000,0.00050
2013-11-05,-0.00230,-0.00030,-0.00240,0.00220,-0.00070,0.00000,0.00620
2013-11-06,0.00270,-0.00810,0.00340,0.00280,0.00190,0.00000,-0.01310
2013-11-07,-0.01460,-0.00300,0.00150,0.00140,0.00310,0.00000,-0.01150
2013-11-08,0.01460,0.00590,0.00440,-0.00520,-0.00020,0.00000,0.01300
2013-11-11,0.00110,0.00030,-0.00140,0.00010,0.00000,0.00000,0.00230
2013-11-12,-0.00180,0.00360,-0.00700,0.00540,0.00130,0.00000,-0.00090
2013-11-13,0.00900,0.00080,-0.00110,-0.00360,-0.00190,0.00000,0.00640
2013-11-14,0.00430,-0.00590,0.00300,-0.00120,0.00020,0.00000,-0.00090
2013-11-15,0.00440,0.00080,-0.00290,0.00040,-0.00070,0.00000,-0.00060
2013-11-18,-0.00500,-0.00370,0.00460,0.00400,0.00280,0.00000,-0.00920
2013-11-19,-0.00270,-0.00260,0.00250,0.00010,0.00000,0.00000,-0.00490
2013-11-20,-0.00330,0.00280,0.00020,0.00030,-0.00010,0.00000,0.00090
2013-11-21,0.00960,0.00800,-0.00030,-0.00440,-0.00290,0.00000,0.00910
2013-11-22,0.00500,-0.00060,0.00070,-0.00070,-0.00060,0.00000,0.00480
2013-11-25,-0.00110,0.00170,0.00130,0.00030,0.00240,0.00000,-0.00380
2013-11-26,0.00170,0.00790,-0.00410,-0.00360,-0.00390,0.00000,0.00640
2013-11-27,0.00300,0.00320,-0.00040,0.00060,0.00000,0.00000,-0.00190
2013-11-29,-0.00030,0.00260,-0.00150,-0.00010,-0.00190,0.00000,-0.00210
2013-12-02,-0.00320,-0.00920,0.00140,0.00030,0.00040,0.00000,0.00240
2013-12-03,-0.00340,-0.00120,-0.00090,0.00160,-0.00010,0.00000,-0.00610
2013-12-04,-0.00080,-0.00220,0.00290,-0.00370,-0.00120,0.00000,0.00070
2013-12-05,-0.00340,0.00610,-0.00640,0.00040,-0.00470,0.00000,0.00300
2013-12-06,0.01020,-0.00290,0.00180,-0.00010,0.00470,0.00000,0.00240
2013-12-09,0.00170,-0.00410,0.00020,-0.00050,0.00010,0.00000,-0.00260
2013-12-10,-0.00340,-0.00550,0.00230,-0.00080,-0.00060,0.00000,0.00140
2013-12-11,-0.01160,-0.00320,0.00070,0.00520,0.00100,0.00000,-0.00460
2013-12-12,-0.00240,0.00400,0.00230,-0.00290,-0.00090,0.00000,0.00590
2013-12-13,0.00090,0.00240,0.00010,-0.00260,0.00200,0.00000,0.00420
2013-12-16,0.00670,0.00580,-0.00130,0.00160,-0.00020,0.00000,0.00040
2013-12-17,-0.00250,0.00190,-0.00080,-0.00130,-0.00080,0.00000,-0.00120
2013-12-18,0.01550,-0.00420,0.00050,-0.00060,0.00250,0.00000,0.00150
2013-12-19,-0.00100,-0.00510,0.00240,-0.00080,0.00090,0.00000,-0.00130
2013-12-20,0.00690,0.01260,-0.00300,-0.00240,-0.00410,0.00000,0.00390
2013-12-23,0.00620,0.00490,-0.00010,-0.00210,-0.00180,0.00000,-0.00120
2013-12-24,0.00340,0.00100,0.00090,-0.00050,0.00160,0.00000,-0.00190
2013-12-26,0.00440,-0.00330,-0.00320,0.00220,0.00080,0.00000,0.00200
2013-12-27,-0.00050,-0.00020,0.00240,0.00080,0.00230,0.00000,-0.00840
2013-12-30,0.00000,0.00020,-0.00300,0.00110,0.00070,0.00000,-0.00060
2013-12-31,0.00430,-0.00170,0.00080,-0.00060,-0.00220,0.00000,0.00040
2014-01-02,-0.00880,-0.00250,0.00170,-0.00320,0.00110,0.00000,-0.00040
2014-01-03,0.00030,0.00410,0.00030,-0.00350,0.00150,0.00000,0.00240
2014-01-06,-0.00340,-0.00550,0.00300,-0.00320,0.00050,0.00000,-0.00100
2014-01-07,0.00680,0.00320,-0.00380,-0.00080,-0.00300,0.00000,0.00510
2014-01-08,0.00040,-0.00010,-0.00100,-0.00470,-0.00070,0.00000,0.00640
2014-01-09,0.00020,0.00180,-0.00450,-0.00530,-0.00420,0.00000,0.00770
2014-01-10,0.00270,0.00450,-0.00810,-0.00280,-0.00360,0.00000,-0.00150
2014-01-13,-0.01320,-0.00100,0.00100,-0.00100,0.00460,0.00000,-0.00530
2014-01-14,0.01150,0.00100,-0.00300,-0.00090,-0.00350,0.00000,0.00560
2014-01-15,0.00530,0.00230,0.00210,-0.00420,-0.00020,0.00000,-0.00390
2014-01-16,-0.00070,0.00250,-0.00700,-0.00020,-0.00270,0.00000,-0.00050
2014-01-17,-0.00390,0.00000,0.00030,-0.00190,0.00020,0.00000,-0.00010
2014-01-21,0.00300,0.00430,0.00000,-0.00250,-0.00330,0.00000,-0.00040
2014-01-22,0.00150,0.00310,0.00220,-0.00170,-0.00180,0.00000,0.00290
2014-01-23,-0.00860,0.00090,-0.00520,0.00190,-0.00100,0.00000,-0.00550
2014-01-24,-0.02180,-0.00380,0.00180,0.00220,0.00070,0.00000,-0.01010
2014-01-27,-0.00650,-0.00780,0.00390,0.00450,0.00390,0.00000,-0.00570
2014-01-28,0.00730,0.00170,0.00030,-0.00830,0.00150,0.00000,0.00820
2014-01-29,-0.01070,-0.00330,0.00230,0.00150,0.00130,0.00000,-0.00540
2014-01-30,0.01220,0.00210,-0.00380,-0.00880,-0.00530,0.00000,0.01200
2014-01-31,-0.00660,-0.00100,-0.00320,0.00210,-0.00210,0.00000,0.00100
2014-02-03,-0.02480,-0.00840,0.00290,0.00220,0.00050,0.00000,-0.00870
2014-02-04,0.00770,-0.00050,-0.00050,-0.00140,0.00220,0.00000,0.00450
2014-02-05,-0.00230,-0.00580,0.00200,0.00150,0.00240,0.00000,-0.00090
2014-02-06,0.01220,-0.00420,0.00280,0.00040,-0.00050,0.00000,0.00170
2014-02-07,0.01330,-0.00230,-0.00650,-0.00420,-0.00500,0.00000,0.00580
2014-02-10,0.00160,0.00060,-0.00470,-0.00300,-0.00180,0.00000,-0.00100
2014-02-11,0.01100,-0.00170,0.00250,0.00010,0.00090,0.00000,0.00070
2014-02-12,0.00110,0.00250,-0.00050,0.00180,0.00010,0.00000,0.00270
2014-02-13,0.00720,0.00670,-0.00080,-0.00190,-0.00340,0.00000,0.00380
2014-02-14,0.00420,-0.00330,0.00370,0.00370,0.00340,0.00000,-0.00330
2014-02-18,0.00270,0.00940,-0.00260,-0.00320,-0.00280,0.00000,0.00700
2014-02-19,-0.00740,-0.00330,-0.00440,0.00300,0.00010,0.00000,-0.00340
2014-02-20,0.00710,0.00530,-0.00210,-0.00070,-0.00230,0.00000,0.00490
2014-02-21,-0.00090,0.00350,-0.00030,0.00010,-0.00050,0.00000,0.00230
2014-02-24,0.00650,0.00210,0.00330,-0.00170,-0.00010,0.00000,0.00390
2014-02-25,-0.00100,0.00050,-0.00600,-0.00070,0.00070,0.00000,0.00110
2014-02-26,0.00130,0.00650,-0.00080,-0.00020,0.00030,0.00000,-0.00100
2014-02-27,0.00540,0.00090,0.00000,-0.00240,-0.00050,0.00000,0.00040
2014-02-28,0.00150,-0.00660,0.00840,0.00420,0.00130,0.00000,-0.00240
2014-03-03,-0.00700,0.00100,0.00140,0.00040,0.00100,0.00000,-0.00060
2014-03-04,0.01670,0.01070,-0.00130,-0.00460,-0.00150,0.00000,0.00800
2014-03-05,0.00010,-0.00210,0.00280,-0.00570,-0.00110,0.00000,0.00350
2014-03-06,0.00160,-0.00230,0.00770,0.00320,0.00360,0.00000,-0.00500
2014-03-07,0.00040,-0.00020,0.00520,0.00170,0.00340,0.00000,-0.00250
2014-03-10,-0.00090,-0.00070,0.00080,0.00020,-0.00130,0.00000,0.00000
2014-03-11,-0.00620,-0.00550,-0.00190,0.00450,-0.00040,0.00000,-0.00080
2014-03-12,0.00130,0.00290,-0.00170,-0.00110,-0.00440,0.00000,-0.00050
2014-03-13,-0.01210,-0.00060,0.00220,0.00150,0.00040,0.00000,-0.00330
2014-03-14,-0.00160,0.00660,-0.00100,0.00170,0.00040,0.00000,-0.00150
2014-03-17,0.00900,-0.00350,0.00020,0.00150,0.00040,0.00000,0.00240
2014-03-18,0.00820,0.00680,-0.00390,-0.00320,-0.00300,0.00000,0.00490
2014-03-19,-0.00590,-0.00120,0.00620,-0.00390,0.00030,0.00000,-0.00110
2014-03-20,0.00520,-0.00360,0.00990,-0.00170,0.00330,0.00000,-0.00160
2014-03-21,-0.00370,-0.00160,0.00870,0.00470,0.00450,0.00000,-0.01100
2014-03-24,-0.00640,-0.00780,0.00920,0.00650,0.00380,0.00000,-0.01010
